year,month,day,MJD,UT1_UTC,sigma,DeltaT
2019,2,22,58536,-0.0825419,8.9e-06,69.26654189999999
2019,2,23,58537,-0.0840556,9e-06,69.2680556
2019,2,24,58538,-0.0854319,9e-06,69.2694319
2019,2,25,58539,-0.0866007,9.1e-06,69.2706007
2019,2,26,58540,-0.087539,9.1e-06,69.271539
2019,2,27,58541,-0.0882395,9.1e-06,69.2722395
2019,2,28,58542,-0.0887969,9.1e-06,69.2727969
2019,3,1,58543,-0.0893224,9.1e-06,69.2733224
2019,3,2,58544,-0.0897152,6.2e-06,69.2737152
2019,3,3,58545,-0.0902063,6.100000000000001e-06,69.2742063
2019,3,4,58546,-0.0907334,6.100000000000001e-06,69.2747334
2019,3,5,58547,-0.0913413,6.2e-06,69.2753413
2019,3,6,58548,-0.0920315,6.2e-06,69.2760315
2019,3,7,58549,-0.0928581,6.2e-06,69.2768581
2019,3,8,58550,-0.0938234,6.3e-06,69.2778234
2019,3,9,58551,-0.0948098,6.3e-06,69.27880979999999
2019,3,10,58552,-0.0958613,6.4000000000000006e-06,69.2798613
2019,3,11,58553,-0.0969332,6.4000000000000006e-06,69.28093319999999
2019,3,12,58554,-0.0979628,6.4000000000000006e-06,69.2819628
2019,3,13,58555,-0.0988993,6.5e-06,69.2828993
2019,3,14,58556,-0.099708,6.2e-06,69.283708
2019,3,15,58557,-0.1004779,6.2e-06,69.2844779
2019,3,16,58558,-0.1012684,6.2e-06,69.28526839999999
2019,3,17,58559,-0.1021277,6.2e-06,69.2861277
2019,3,18,58560,-0.103143,6.2e-06,69.287143
2019,3,19,58561,-0.104349,6.2e-06,69.288349
2019,3,20,58562,-0.1057536999999999,6.2e-06,69.28975369999999
2019,3,21,58563,-0.1073331,6.100000000000001e-06,69.2913331
2019,3,22,58564,-0.1090042,6.100000000000001e-06,69.2930042
2019,3,23,58565,-0.1106258,6.100000000000001e-06,69.29462579999999
2019,3,24,58566,-0.1121099,6.100000000000001e-06,69.29610989999999
2019,3,25,58567,-0.1133803,6.100000000000001e-06,69.2973803
2019,3,26,58568,-0.1144432,6.100000000000001e-06,69.2984432
2019,3,27,58569,-0.11531,6.100000000000001e-06,69.29930999999999
2019,3,28,58570,-0.1160935999999999,6.100000000000001e-06,69.3000936
2019,3,29,58571,-0.1168173,6.100000000000001e-06,69.30081729999999
2019,3,30,58572,-0.1175423,6.2e-06,69.3015423
2019,3,31,58573,-0.1183182,6.2e-06,69.3023182
2019,4,1,58574,-0.1191811,6.2e-06,69.3031811
2019,4,2,58575,-0.1201631,6.2e-06,69.3041631
2019,4,3,58576,-0.1212445,6.2e-06,69.3052445
2019,4,4,58577,-0.1224765,6.100000000000001e-06,69.3064765
2019,4,5,58578,-0.123765,6.100000000000001e-06,69.307765
2019,4,6,58579,-0.1250293999999999,6.100000000000001e-06,69.3090294
2019,4,7,58580,-0.1263223,6.2e-06,69.3103223
2019,4,8,58581,-0.1275976,6.3e-06,69.3115976
2019,4,9,58582,-0.1287589,6.4000000000000006e-06,69.31275889999999
2019,4,10,58583,-0.1297839999999999,6.4000000000000006e-06,69.313784
2019,4,11,58584,-0.1307304,6.5e-06,69.3147304
2019,4,12,58585,-0.1314543,6.5e-06,69.3154543
2019,4,13,58586,-0.132226,6.6e-06,69.316226
2019,4,14,58587,-0.1330707,6.6e-06,69.3170707
2019,4,15,58588,-0.1340708,6.8e-06,69.3180708
2019,4,16,58589,-0.1352471999999999,6.8e-06,69.31924719999999
2019,4,17,58590,-0.1365967,6.9e-06,69.3205967
2019,4,18,58591,-0.1380786,6.9e-06,69.3220786
2019,4,19,58592,-0.1394963,6.9e-06,69.3234963
2019,4,20,58593,-0.1408141,6.9e-06,69.3248141
2019,4,21,58594,-0.1419326,6.8e-06,69.3259326
2019,4,22,58595,-0.1427672,6.8e-06,69.32676719999999
2019,4,23,58596,-0.1433845,6.8e-06,69.3273845
2019,4,24,58597,-0.1440057,6.8e-06,69.32800569999999
2019,4,25,58598,-0.1444918999999999,6.8e-06,69.3284919
2019,4,26,58599,-0.1449987,6.8e-06,69.3289987
2019,4,27,58600,-0.1455688,6.9e-06,69.3295688
2019,4,28,58601,-0.1461789,7e-06,69.33017889999999
2019,4,29,58602,-0.1468502,7e-06,69.3308502
2019,4,30,58603,-0.1476393,7.100000000000001e-06,69.33163929999999
2019,5,1,58604,-0.1485557,7.100000000000001e-06,69.3325557
2019,5,2,58605,-0.1496023,6.7e-06,69.3336023
2019,5,3,58606,-0.1506622,6.6e-06,69.3346622
2019,5,4,58607,-0.1516396,6.6e-06,69.3356396
2019,5,5,58608,-0.1525398999999999,6.6e-06,69.33653989999999
2019,5,6,58609,-0.153357,6.6e-06,69.337357
2019,5,7,58610,-0.1540793,6.6e-06,69.3380793
2019,5,8,58611,-0.1547104,6.6e-06,69.3387104
2019,5,9,58612,-0.1552848,6.6e-06,69.3392848
2019,5,10,58613,-0.1558351,6.6e-06,69.3398351
2019,5,11,58614,-0.1564141,6.7e-06,69.3404141
2019,5,12,58615,-0.1571147,6.7e-06,69.34111469999999
2019,5,13,58616,-0.1579536,6.7e-06,69.3419536
2019,5,14,58617,-0.1589774,6.8e-06,69.3429774
2019,5,15,58618,-0.1601841,6.8e-06,69.34418409999999
2019,5,16,58619,-0.161464,6.9e-06,69.34546399999999
2019,5,17,58620,-0.1627193,6.9e-06,69.3467193
2019,5,18,58621,-0.1637982,7e-06,69.3477982
2019,5,19,58622,-0.1646108,7e-06,69.3486108
2019,5,20,58623,-0.1652086999999999,7e-06,69.34920869999999
2019,5,21,58624,-0.1656005,7e-06,69.3496005
2019,5,22,58625,-0.1658605,7e-06,69.34986049999999
2019,5,23,58626,-0.1660852,7e-06,69.3500852
2019,5,24,58627,-0.1663187,7e-06,69.3503187
2019,5,25,58628,-0.1665909,7e-06,69.3505909
2019,5,26,58629,-0.1669187,7e-06,69.3509187
2019,5,27,58630,-0.1673156999999999,7e-06,69.3513157
2019,5,28,58631,-0.1677799,7e-06,69.3517799
2019,5,29,58632,-0.1683016,7e-06,69.3523016
2019,5,30,58633,-0.1688676,7e-06,69.3528676
2019,5,31,58634,-0.1694735,7e-06,69.35347349999999
2019,6,1,58635,-0.1700451,7.100000000000001e-06,69.3540451
2019,6,2,58636,-0.1705907,6.8e-06,69.3545907
2019,6,3,58637,-0.1709787,6.8e-06,69.3549787
2019,6,4,58638,-0.1712318,6.8e-06,69.3552318
2019,6,5,58639,-0.1714035,6.9e-06,69.3554035
2019,6,6,58640,-0.171542,6.8e-06,69.355542
2019,6,7,58641,-0.1716602,6.5e-06,69.3556602
2019,6,8,58642,-0.1718377999999999,6.5e-06,69.3558378
2019,6,9,58643,-0.1721356,6.5e-06,69.3561356
2019,6,10,58644,-0.1725999,6.5e-06,69.35659989999999
2019,6,11,58645,-0.1732075,6.7e-06,69.3572075
2019,6,12,58646,-0.1738778,6.4000000000000006e-06,69.3578778
2019,6,13,58647,-0.1744966,6.4000000000000006e-06,69.3584966
2019,6,14,58648,-0.17502,6.4000000000000006e-06,69.35902
2019,6,15,58649,-0.1753572,6.7e-06,69.35935719999999
2019,6,16,58650,-0.1754768,6.5e-06,69.3594768
2019,6,17,58651,-0.1753998,6.5e-06,69.35939979999999
2019,6,18,58652,-0.1752467,6.5e-06,69.3592467
2019,6,19,58653,-0.1750128,6.6e-06,69.3590128
2019,6,20,58654,-0.1747707,6.5e-06,69.3587707
2019,6,21,58655,-0.1745848,6.5e-06,69.3585848
2019,6,22,58656,-0.1744462,6.5e-06,69.3584462
2019,6,23,58657,-0.1743746,6.6e-06,69.35837459999999
2019,6,24,58658,-0.174362,6.6e-06,69.358362
2019,6,25,58659,-0.1744211,6.7e-06,69.3584211
2019,6,26,58660,-0.1744783,6.7e-06,69.3584783
2019,6,27,58661,-0.1745254,6.8e-06,69.35852539999999
2019,6,28,58662,-0.174556,6.8e-06,69.358556
2019,6,29,58663,-0.174535,6.9e-06,69.358535
2019,6,30,58664,-0.1744347,7e-06,69.3584347
2019,7,1,58665,-0.1741799,7.100000000000001e-06,69.3581799
2019,7,2,58666,-0.1738182,7e-06,69.3578182
2019,7,3,58667,-0.1733282,7.100000000000001e-06,69.3573282
2019,7,4,58668,-0.1727711999999999,7.2e-06,69.3567712
2019,7,5,58669,-0.1722981,7.2e-06,69.3562981
2019,7,6,58670,-0.1719953,7.2e-06,69.3559953
2019,7,7,58671,-0.1719175,7.2e-06,69.3559175
2019,7,8,58672,-0.1719241,7.3e-06,69.3559241
2019,7,9,58673,-0.1720129,7.3e-06,69.3560129
2019,7,10,58674,-0.1720373,7.4e-06,69.3560373
2019,7,11,58675,-0.1720133999999999,7.4e-06,69.3560134
2019,7,12,58676,-0.1717954,7.4e-06,69.35579539999999
2019,7,13,58677,-0.1713282,7.5e-06,69.3553282
2019,7,14,58678,-0.1706787,7.3e-06,69.3546787
2019,7,15,58679,-0.1698085,7.4e-06,69.3538085
2019,7,16,58680,-0.1688617999999999,7.4e-06,69.3528618
2019,7,17,58681,-0.1679382,7.4e-06,69.35193819999999
2019,7,18,58682,-0.1670432,7.4e-06,69.35104319999999
2019,7,19,58683,-0.1662851,7.2e-06,69.3502851
2019,7,20,58684,-0.1656322,7.3e-06,69.3496322
2019,7,21,58685,-0.1651379,7.2e-06,69.3491379
2019,7,22,58686,-0.1646548,7.2e-06,69.34865479999999
2019,7,23,58687,-0.1642195,7.2e-06,69.3482195
2019,7,24,58688,-0.1638659,7.2e-06,69.3478659
2019,7,25,58689,-0.1635104,7.3e-06,69.3475104
2019,7,26,58690,-0.1631795,7.2e-06,69.3471795
2019,7,27,58691,-0.1627645,7.3e-06,69.34676449999999
2019,7,28,58692,-0.1623692,7.2e-06,69.3463692
2019,7,29,58693,-0.1618353,7.2e-06,69.3458353
2019,7,30,58694,-0.1612435,7.2e-06,69.3452435
2019,7,31,58695,-0.1606707,7.2e-06,69.3446707
2019,8,1,58696,-0.1602268,7.100000000000001e-06,69.3442268
2019,8,2,58697,-0.1598692,6.3e-06,69.3438692
2019,8,3,58698,-0.1597619,6.3e-06,69.3437619
2019,8,4,58699,-0.1598705,6.3e-06,69.3438705
2019,8,5,58700,-0.1601388,6.3e-06,69.3441388
2019,8,6,58701,-0.1604604,6.3e-06,69.3444604
2019,8,7,58702,-0.160672,6.3e-06,69.344672
2019,8,8,58703,-0.160695,6.3e-06,69.344695
2019,8,9,58704,-0.1605176999999999,6.3e-06,69.3445177
2019,8,10,58705,-0.16009,6.3e-06,69.34409
2019,8,11,58706,-0.159507,6.2e-06,69.343507
2019,8,12,58707,-0.1588184,6.3e-06,69.3428184
2019,8,13,58708,-0.1580556,6.3e-06,69.3420556
2019,8,14,58709,-0.1573339,6.3e-06,69.3413339
2019,8,15,58710,-0.1567325,6.3e-06,69.3407325
2019,8,16,58711,-0.1562758,6.3e-06,69.3402758
2019,8,17,58712,-0.1558223,6.3e-06,69.3398223
2019,8,18,58713,-0.1555081,6.3e-06,69.3395081
2019,8,19,58714,-0.1552168,6.3e-06,69.3392168
2019,8,20,58715,-0.1549961,6.3e-06,69.3389961
2019,8,21,58716,-0.1548084,6.3e-06,69.33880839999999
2019,8,22,58717,-0.1546673,6.3e-06,69.3386673
2019,8,23,58718,-0.1545252,6.2e-06,69.33852519999999
2019,8,24,58719,-0.1543574999999999,6.2e-06,69.3383575
2019,8,25,58720,-0.1540886,6.2e-06,69.33808859999999
2019,8,26,58721,-0.1537159,6.3e-06,69.33771589999999
2019,8,27,58722,-0.1533169,6.3e-06,69.33731689999999
2019,8,28,58723,-0.1529937999999999,6.3e-06,69.3369938
2019,8,29,58724,-0.1528093,6.2e-06,69.3368093
2019,8,30,58725,-0.1528582,6.2e-06,69.3368582
2019,8,31,58726,-0.1531164,6.3e-06,69.3371164
2019,9,1,58727,-0.1536229999999999,6.4000000000000006e-06,69.337623
2019,9,2,58728,-0.1542362,6.3e-06,69.3382362
2019,9,3,58729,-0.1548126,6.3e-06,69.3388126
2019,9,4,58730,-0.1552653,6.4000000000000006e-06,69.3392653
2019,9,5,58731,-0.1555174,6.4000000000000006e-06,69.33951739999999
2019,9,6,58732,-0.1555427,6.4000000000000006e-06,69.3395427
2019,9,7,58733,-0.1553511,6.5e-06,69.3393511
2019,9,8,58734,-0.1551104,6.5e-06,69.3391104
2019,9,9,58735,-0.1547174,6.5e-06,69.3387174
2019,9,10,58736,-0.154302,6.5e-06,69.338302
2019,9,11,58737,-0.15394,6.6e-06,69.33794
2019,9,12,58738,-0.1535993,6.6e-06,69.3375993
2019,9,13,58739,-0.1533809,6.5e-06,69.3373809
2019,9,14,58740,-0.153291,6.6e-06,69.337291
2019,9,15,58741,-0.1533171,6.6e-06,69.33731709999999
2019,9,16,58742,-0.153332,6.6e-06,69.337332
2019,9,17,58743,-0.1533303,6.6e-06,69.33733029999999
2019,9,18,58744,-0.1532853,6.6e-06,69.33728529999999
2019,9,19,58745,-0.1531654,6.7e-06,69.3371654
2019,9,20,58746,-0.1529207,6.7e-06,69.3369207
2019,9,21,58747,-0.1525495,6.7e-06,69.3365495
2019,9,22,58748,-0.1521046,6.8e-06,69.3361046
2019,9,23,58749,-0.1516529999999999,6.8e-06,69.335653
2019,9,24,58750,-0.1512166,6.8e-06,69.3352166
2019,9,25,58751,-0.1508992,6.9e-06,69.3348992
2019,9,26,58752,-0.1508833,6.9e-06,69.3348833
2019,9,27,58753,-0.1512096,6.9e-06,69.3352096
2019,9,28,58754,-0.1518122999999999,7e-06,69.3358123
2019,9,29,58755,-0.1525147,7e-06,69.3365147
2019,9,30,58756,-0.153205,7.100000000000001e-06,69.337205
2019,10,1,58757,-0.1537486,7.2e-06,69.3377486
2019,10,2,58758,-0.1539883,7.2e-06,69.33798829999999
2019,10,3,58759,-0.1539122,7.3e-06,69.33791219999999
2019,10,4,58760,-0.1536855,7.3e-06,69.33768549999999
2019,10,5,58761,-0.1532978,7.4e-06,69.3372978
2019,10,6,58762,-0.1528333,7e-06,69.3368333
2019,10,7,58763,-0.1523685,6.9e-06,69.33636849999999
2019,10,8,58764,-0.1519645,6.8e-06,69.3359645
2019,10,9,58765,-0.1516533,6.8e-06,69.3356533
2019,10,10,58766,-0.1514464,6.7e-06,69.3354464
2019,10,11,58767,-0.1513803,6.6e-06,69.3353803
2019,10,12,58768,-0.1514616,6.6e-06,69.3354616
2019,10,13,58769,-0.1516517,6.6e-06,69.3356517
2019,10,14,58770,-0.151912,6.5e-06,69.335912
2019,10,15,58771,-0.1522347,6.5e-06,69.33623469999999
2019,10,16,58772,-0.1525644,6.5e-06,69.3365644
2019,10,17,58773,-0.1528796,6.3e-06,69.3368796
2019,10,18,58774,-0.1531347,6.3e-06,69.3371347
2019,10,19,58775,-0.1533264,6.2e-06,69.3373264
2019,10,20,58776,-0.1534304,6.2e-06,69.3374304
2019,10,21,58777,-0.1535058,6.2e-06,69.3375058
2019,10,22,58778,-0.1536109,6.100000000000001e-06,69.3376109
2019,10,23,58779,-0.1538184,6.100000000000001e-06,69.3378184
2019,10,24,58780,-0.1542368999999999,6.100000000000001e-06,69.3382369
2019,10,25,58781,-0.1549119,6e-06,69.3389119
2019,10,26,58782,-0.155803,6e-06,69.339803
2019,10,27,58783,-0.1568092,6e-06,69.3408092
2019,10,28,58784,-0.157737,6e-06,69.341737
2019,10,29,58785,-0.1584615,5.9e-06,69.3424615
2019,10,30,58786,-0.158924,5.9e-06,69.342924
2019,10,31,58787,-0.1591496,5.9e-06,69.3431496
2019,11,1,58788,-0.1592042,5.9e-06,69.3432042
2019,11,2,58789,-0.1591866,5.3e-06,69.3431866
2019,11,3,58790,-0.1591776999999999,5.3e-06,69.3431777
2019,11,4,58791,-0.1591947,5.3e-06,69.3431947
2019,11,5,58792,-0.1592855,5.2e-06,69.3432855
2019,11,6,58793,-0.1594469,5.2e-06,69.3434469
2019,11,7,58794,-0.1597681,5.1e-06,69.34376809999999
2019,11,8,58795,-0.1602407,5.1e-06,69.3442407
2019,11,9,58796,-0.1608634,5.1e-06,69.3448634
2019,11,10,58797,-0.1615582,5.1e-06,69.3455582
2019,11,11,58798,-0.1622553,5.1e-06,69.3462553
2019,11,12,58799,-0.162906,5.1e-06,69.346906
2019,11,13,58800,-0.1634446,5.1e-06,69.3474446
2019,11,14,58801,-0.1639065,5e-06,69.3479065
2019,11,15,58802,-0.1641833,5e-06,69.3481833
2019,11,16,58803,-0.164413,5e-06,69.348413
2019,11,17,58804,-0.1644598,5.8e-06,69.3484598
2019,11,18,58805,-0.1645157,5.9e-06,69.3485157
2019,11,19,58806,-0.1646587,6e-06,69.3486587
2019,11,20,58807,-0.1650096,6.100000000000001e-06,69.3490096
2019,11,21,58808,-0.1655837,6.2e-06,69.3495837
2019,11,22,58809,-0.1663471,6.3e-06,69.3503471
2019,11,23,58810,-0.1672095999999999,6.4000000000000006e-06,69.3512096
2019,11,24,58811,-0.1680877999999999,6.5e-06,69.35208779999999
2019,11,25,58812,-0.1688571,6.6e-06,69.3528571
2019,11,26,58813,-0.1694622,6.7e-06,69.3534622
2019,11,27,58814,-0.1701031999999999,6.8e-06,69.3541032
2019,11,28,58815,-0.1703945,7e-06,69.3543945
2019,11,29,58816,-0.1700077,7.100000000000001e-06,69.3540077
2019,11,30,58817,-0.170019,7.3e-06,69.354019
2019,12,1,58818,-0.1699998,7.5e-06,69.3539998
2019,12,2,58819,-0.1700652,6e-06,69.3540652
2019,12,3,58820,-0.1702069,6.100000000000001e-06,69.3542069
2019,12,4,58821,-0.1704075,6.3e-06,69.3544075
2019,12,5,58822,-0.1706831,6.4000000000000006e-06,69.3546831
2019,12,6,58823,-0.1710324,6.5e-06,69.3550324
2019,12,7,58824,-0.1714476,6.7e-06,69.35544759999999
2019,12,8,58825,-0.1718772999999999,6.9e-06,69.3558773
2019,12,9,58826,-0.1722563,7.2e-06,69.3562563
2019,12,10,58827,-0.1725299,7.5e-06,69.3565299
2019,12,11,58828,-0.1726501,7.7e-06,69.3566501
2019,12,12,58829,-0.1726192,7.8e-06,69.3566192
2019,12,13,58830,-0.1724695,8e-06,69.3564695
2019,12,14,58831,-0.1722776,8.3e-06,69.3562776
2019,12,15,58832,-0.1721003,8.6e-06,69.3561003
2019,12,16,58833,-0.1719915,8.8e-06,69.3559915
2019,12,17,58834,-0.1720192999999999,9e-06,69.3560193
2019,12,18,58835,-0.1722457,9.2e-06,69.3562457
2019,12,19,58836,-0.172703,9.3e-06,69.356703
2019,12,20,58837,-0.1733419,9.5e-06,69.3573419
2019,12,21,58838,-0.1740825,9.7e-06,69.3580825
2019,12,22,58839,-0.1748044,1e-05,69.3588044
2019,12,23,58840,-0.1753803,1.05e-05,69.3593803
2019,12,24,58841,-0.1757728,1.0800000000000002e-05,69.3597728
2019,12,25,58842,-0.176023,1.11e-05,69.360023
2019,12,26,58843,-0.1761537,1.13e-05,69.3601537
2019,12,27,58844,-0.1762146,1.16e-05,69.36021459999999
2019,12,28,58845,-0.1762569,1.19e-05,69.3602569
2019,12,29,58846,-0.1763366,1.21e-05,69.3603366
2019,12,30,58847,-0.1764964,1.24e-05,69.3604964
2019,12,31,58848,-0.1767594,1.26e-05,69.36075939999999
2020,1,1,58849,-0.1771303,1.28e-05,69.3611303
2020,1,2,58850,-0.1775806,1.15e-05,69.3615806
2020,1,3,58851,-0.1781029,1.15e-05,69.3621029
2020,1,4,58852,-0.1786507,1.15e-05,69.3626507
2020,1,5,58853,-0.1791377,1.12e-05,69.3631377
2020,1,6,58854,-0.1794674,1.11e-05,69.36346739999999
2020,1,7,58855,-0.1796057999999999,1.1e-05,69.3636058
2020,1,8,58856,-0.1795597,1.09e-05,69.3635597
2020,1,9,58857,-0.1793746,1.0800000000000002e-05,69.3633746
2020,1,10,58858,-0.1791201,1.01e-05,69.3631201
2020,1,11,58859,-0.1788961,9.900000000000002e-06,69.3628961
2020,1,12,58860,-0.1788057,9.2e-06,69.3628057
2020,1,13,58861,-0.1789353,9.1e-06,69.3629353
2020,1,14,58862,-0.1793255,8.9e-06,69.3633255
2020,1,15,58863,-0.1799542999999999,8.7e-06,69.3639543
2020,1,16,58864,-0.1807846,8.6e-06,69.3647846
2020,1,17,58865,-0.1817436999999999,8.500000000000002e-06,69.3657437
2020,1,18,58866,-0.1827608,8.1e-06,69.3667608
2020,1,19,58867,-0.1837339,8e-06,69.36773389999999
2020,1,20,58868,-0.1845425,7.8e-06,69.3685425
2020,1,21,58869,-0.1852307,7.7e-06,69.3692307
2020,1,22,58870,-0.1857979,7.5e-06,69.3697979
2020,1,23,58871,-0.1861858,7.4e-06,69.3701858
2020,1,24,58872,-0.1864849,7.2e-06,69.3704849
2020,1,25,58873,-0.186798,7.2e-06,69.370798
2020,1,26,58874,-0.1871883,7.3e-06,69.3711883
2020,1,27,58875,-0.1876942,7.3e-06,69.3716942
2020,1,28,58876,-0.1883288,7.3e-06,69.37232879999999
2020,1,29,58877,-0.1890555,7.3e-06,69.37305549999999
2020,1,30,58878,-0.1898021,7.3e-06,69.37380209999999
2020,1,31,58879,-0.1905244999999999,7.3e-06,69.37452449999999
2020,2,1,58880,-0.1911724,7.4e-06,69.3751724
2020,2,2,58881,-0.1917194,7e-06,69.3757194
2020,2,3,58882,-0.1921721,7.100000000000001e-06,69.37617209999999
2020,2,4,58883,-0.1925141,7.100000000000001e-06,69.3765141
2020,2,5,58884,-0.1927412,7.3e-06,69.3767412
2020,2,6,58885,-0.1928644,7.5e-06,69.3768644
2020,2,7,58886,-0.1929351,7.8e-06,69.3769351
2020,2,8,58887,-0.1930242,8.1e-06,69.3770242
2020,2,9,58888,-0.1932662,8.4e-06,69.3772662
2020,2,10,58889,-0.1937899,8.1e-06,69.3777899
2020,2,11,58890,-0.1945859,8.3e-06,69.3785859
2020,2,12,58891,-0.1955386,8.500000000000002e-06,69.3795386
2020,2,13,58892,-0.19653,8.7e-06,69.38053
2020,2,14,58893,-0.1974312,8.9e-06,69.3814312
2020,2,15,58894,-0.1981377,9.2e-06,69.3821377
2020,2,16,58895,-0.1986185,9.4e-06,69.38261849999999
2020,2,17,58896,-0.1989191,9.6e-06,69.3829191
2020,2,18,58897,-0.1990724999999999,9.8e-06,69.3830725
2020,2,19,58898,-0.1991016,1.01e-05,69.3831016
2020,2,20,58899,-0.1991206,1.03e-05,69.3831206
2020,2,21,58900,-0.1992279,1.04e-05,69.3832279
2020,2,22,58901,-0.1995108,1.07e-05,69.3835108
2020,2,23,58902,-0.1999703,1.1e-05,69.3839703
2020,2,24,58903,-0.2005608,1.12e-05,69.3845608
2020,2,25,58904,-0.2012483,1.15e-05,69.3852483
2020,2,26,58905,-0.2019938,1.18e-05,69.3859938
2020,2,27,58906,-0.2027624999999999,1.2e-05,69.3867625
2020,2,28,58907,-0.2035264,1.2200000000000002e-05,69.3875264
2020,2,29,58908,-0.2042694,1.25e-05,69.3882694
2020,3,1,58909,-0.2049668,1.26e-05,69.38896679999999
2020,3,2,58910,-0.205593,9.5e-06,69.38959299999999
2020,3,3,58911,-0.2061635,9.4e-06,69.3901635
2020,3,4,58912,-0.2066763,9.3e-06,69.3906763
2020,3,5,58913,-0.2071657999999999,9.2e-06,69.3911658
2020,3,6,58914,-0.2076964,8.9e-06,69.3916964
2020,3,7,58915,-0.2083558999999999,8.7e-06,69.3923559
2020,3,8,58916,-0.2092279,8.1e-06,69.3932279
2020,3,9,58917,-0.2103544,7.7e-06,69.3943544
2020,3,10,58918,-0.2117167,7.5e-06,69.3957167
2020,3,11,58919,-0.213229,7.3e-06,69.397229
2020,3,12,58920,-0.2147503,7.100000000000001e-06,69.3987503
2020,3,13,58921,-0.2161386,6.9e-06,69.40013859999999
2020,3,14,58922,-0.2172921,6.7e-06,69.40129209999999
2020,3,15,58923,-0.2181787,6.2e-06,69.4021787
2020,3,16,58924,-0.2188244,6e-06,69.4028244
2020,3,17,58925,-0.2192893,5.7000000000000005e-06,69.4032893
2020,3,18,58926,-0.2196482,5.6e-06,69.40364819999999
2020,3,19,58927,-0.2199551,5.400000000000001e-06,69.4039551
2020,3,20,58928,-0.2202542,5.3e-06,69.4042542
2020,3,21,58929,-0.2205675,5.2e-06,69.4045675
2020,3,22,58930,-0.2209353,5.1e-06,69.40493529999999
2020,3,23,58931,-0.2213968999999999,4.9e-06,69.4053969
2020,3,24,58932,-0.221935,4.8e-06,69.405935
2020,3,25,58933,-0.2224998,4.8e-06,69.40649979999999
2020,3,26,58934,-0.2230586,4.9e-06,69.4070586
2020,3,27,58935,-0.2235768,5e-06,69.4075768
2020,3,28,58936,-0.224027,5.1e-06,69.408027
2020,3,29,58937,-0.2243985,5.2e-06,69.4083985
2020,3,30,58938,-0.2246996,5.2e-06,69.40869959999999
2020,3,31,58939,-0.2249459,5.3e-06,69.40894589999999
2020,4,1,58940,-0.2251677,5.400000000000001e-06,69.4091677
2020,4,2,58941,-0.2254211,5.3e-06,69.4094211
2020,4,3,58942,-0.2258088,5.400000000000001e-06,69.4098088
2020,4,4,58943,-0.2264200999999999,5.6e-06,69.4104201
2020,4,5,58944,-0.2273265,5.7000000000000005e-06,69.4113265
2020,4,6,58945,-0.2285432,5.7000000000000005e-06,69.4125432
2020,4,7,58946,-0.2300159,5.8e-06,69.4140159
2020,4,8,58947,-0.2316245999999999,5.9e-06,69.4156246
2020,4,9,58948,-0.2332083,6e-06,69.4172083
2020,4,10,58949,-0.2346158,6e-06,69.4186158
2020,4,11,58950,-0.2357568,6e-06,69.4197568
2020,4,12,58951,-0.236615,6e-06,69.420615
2020,4,13,58952,-0.2372105,6e-06,69.4212105
2020,4,14,58953,-0.2375994,6e-06,69.42159939999999
2020,4,15,58954,-0.2378589,5.9e-06,69.4218589
2020,4,16,58955,-0.238046,6e-06,69.422046
2020,4,17,58956,-0.238256,6.100000000000001e-06,69.422256
2020,4,18,58957,-0.2385852,6.2e-06,69.4225852
2020,4,19,58958,-0.2390202,6.2e-06,69.4230202
2020,4,20,58959,-0.2395002,6.3e-06,69.42350019999999
2020,4,21,58960,-0.2399975,6.5e-06,69.4239975
2020,4,22,58961,-0.2405026,6.5e-06,69.4245026
2020,4,23,58962,-0.2409715,6.7e-06,69.4249715
2020,4,24,58963,-0.24139,6.8e-06,69.42539
2020,4,25,58964,-0.2416851,6.9e-06,69.4256851
2020,4,26,58965,-0.2418475,7e-06,69.4258475
2020,4,27,58966,-0.2419828,7e-06,69.4259828
2020,4,28,58967,-0.2420713,7.100000000000001e-06,69.4260713
2020,4,29,58968,-0.2421322,7.100000000000001e-06,69.4261322
2020,4,30,58969,-0.242239,7.100000000000001e-06,69.426239
2020,5,1,58970,-0.2424743,7.100000000000001e-06,69.4264743
2020,5,2,58971,-0.242917,6.8e-06,69.426917
2020,5,3,58972,-0.2436308,6.8e-06,69.4276308
2020,5,4,58973,-0.2445748,6.8e-06,69.42857479999999
2020,5,5,58974,-0.24567,6.8e-06,69.42967
2020,5,6,58975,-0.246804,6.9e-06,69.430804
2020,5,7,58976,-0.2478448,7e-06,69.4318448
2020,5,8,58977,-0.2486936,7.100000000000001e-06,69.4326936
2020,5,9,58978,-0.2493145,7.2e-06,69.4333145
2020,5,10,58979,-0.249727,7.3e-06,69.43372699999999
2020,5,11,58980,-0.249985,7.4e-06,69.43398499999999
2020,5,12,58981,-0.2501641,7.4e-06,69.4341641
2020,5,13,58982,-0.2503571,7.5e-06,69.4343571
2020,5,14,58983,-0.2505619,7.6e-06,69.43456189999999
2020,5,15,58984,-0.2507604,7.6e-06,69.4347604
2020,5,16,58985,-0.2510803,7.6e-06,69.4350803
2020,5,17,58986,-0.2514781,7.6e-06,69.4354781
2020,5,18,58987,-0.2520116,7.6e-06,69.4360116
2020,5,19,58988,-0.2526084,7.6e-06,69.4366084
2020,5,20,58989,-0.2531595,7.7e-06,69.43715949999999
